symbol,address,type,gauges,fees,bribes,algebra_pool
BNB/ANKR,0xa2a57851c9abf123be82a15978b68c0335610808,Narrow,0xb47A3aCd91aFa4C52B6B05bEe8B6d23983E8Bf81,0x85021CC133ae90510b1a62eCC2157f147CE89402,0x5b6fdC77F0eFF3Cf3f80eCe3Af90FD26c621d0e1,0
ETH/XCAD,0xdfba9e5af368bbf7ab92e68b09e05af3116f7fcf,Narrow,0xD16591E6b3DC08630C1655A1734254d383D4FBF6,0xB6e4e51A4366d418813BEA469aead937137a2264,0x82eD69fBAf8f9aF17D1c85821c3020034c28E244,0
USDT/AST,0xa9c1fe3b78a5d613b2dbc5764c893d4e9593a833,Volatile,0xC01F5fe48c2b9716657B8CA7C2fD24915090b9d6,0x5dA966f6B6b17119A9865dc8816805fA8633b3d5,0x2bCF89D48b432dD901C6Ab879624B1563Cad4278,0
ETH/LIQ,0xdf26702b1a510bc6860b2a1df11219f216b91445,Volatile,0x83367AD25679490044f44dB4e228E00061B19E17,0xE6FD2a7FA765704A0332Fd3cEB287023BD96Be39,0x155Eb123eD327baACB3AD0F431f9Ab50FE490745,0
OKSE/BNB,0x4fabb616a19669be093103684f4010b5b3351191,Wide,0xC503D8Dd197741C0A1FeE2767E8Cc33DCbD879ce,0x0379Ca3334EBfE91927AAac6DB824674a96CBd54,0x2Ae1A1Da9EF80BE63606975E92117FA243B12BFd,0
DAO/BUSD,0xb6395c71e7fa10334ca1ffb183896772c495d6ea,Narrow,0x1e07eFC6A6A0b2A6373745A2900c65DDE957EE6E,0xCbBc87F131bB0f5588eE807CF7BcDb58F1190a6A,0xCA8b1ed3225763C69c1a89914Ac91Ec351B9d716,0
BNB/ANKR,0x09f3aaac5aa3b07beec5987e09a5623d79cdb548,Wide,0xc73076103d92b90d0fe7F2EE420D0AC86851E808,0x70d54Dba3a28B53Becaf0A645360fB3E459f9560,0x188930759bA4511Dd51d242Ff016151E5DD79DC2,0
BNB/OATH(old),0xb84b03a6a02246ef71bcf3dde343b0a7e693e2b4,Wide,0xdf372d3aED90dcb70686957471c5f48CBf614498,0x59C9B0d421a3B000A6F9E7DeF9828Ca80594eF18,0x9F13ab0c3b820d6D1dB71b4E7693422Dc7B9C14c,0
BNB/RDNT,0xda57e73e5a2fa00c5c6b660454c1950dcb03e958,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
FRAX/sFRAX,0x7451ecbe4a56d103645e51a8d1d117606e8463b7,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
TWT/BNB,0xe98d0135d7c8fe39be84a7c5960efa1d15495196,Narrow,0x6f6a8ae754eec07f21C9f1C8652E39f08546c50B,0x0ba8B083680918f7e6525a1BeFC62c9D52513127,0x6618427Af39c908C323F0C2998657Be7Ef94bE56,0
MULTI/BNB,0x729e04f97026dc7426cf112bbbb00a9472097103,Wide,0xBAC61cE7cc6338D248398C4DC558e0C597B9F9c0,0xE67Db6636192FD6fe2918Dda0A01FbCE4499B1B5,0x5f8cfe7DE3537F9cfDAeCe720bB0492E4AeE939e,0
XCAD/BUSD,0x1d6b56dada36ff58a454a3f5cca3a3631f17e405,Wide,0x6219e198326478320cf6A77895Cf95c9D7FeB82b,0x989118925e1CcCa8D9935c56a83555a9C992f8cB,0xa519fF6653E9432766523FE42cA9693E494F5A38,0
DUSD/BNB,0xdd0118f593c91ef5fa40c34d5687654c215c3d98,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
FRAX/BNB,0x735b028e646e28ca91f7882f0866426dee4ff37d,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
fBOMB/CGPT,0xb072badf1c7c0d679ed204bbae50d9c2f7c6f87f,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
ETH/HBR,0xa26d4fac88227586e83312a4d2ddae42788f5c2f,Volatile,0x9ccCeeF9a4Ea26f627008dF3B2Ec3c58b190C846,0x876689cC91A9de4D177211224dA1E94b7bAc4045,0x3dD689941216f45e38171c4bE2d8ef0b11e260e3,0
LTC/BNB,0x27420e641ce96a6c0191dbfa0a9500eace33531d,Wide,0x25891Ef76c89cc38e980Edc8887b7751a19E670b,0x789C64387E4370a31F086802E13F052450f20841,0x9AFD80591cb7ed9F271caBd6c30E81f5F51Bdee6,0
jBRL/USDC,0x50cbeffdd5671c8cdce323e0553f1990678100fc,Wide,0x029DEc2899F0DA70515AF85aa1c07c7C3d34E7ec,0xe99262a51ebad75599F7EF01F4b1CC689Fb325F7,0x257Acc45c0aB7Ca40E32d892703174e05d34Cc6a,0
USDT/SEF,0x5d5f0b239303024d28f9a75ebd634a9d12513725,Volatile,0x891Def9E596Af27E11C94679Fbc8E0a074124859,0x13b0F44011777D1D6599B05c2d75cbE576fc8C9C,0xe8899AC9E9241CAe451BC4b660A09CBF034d5c4E,0
ID/BNB,0xfea715ab7e1de3640cd0662f6af0f9b25934e753,Narrow,0x8E1A05367A7e76Dac825B7fcaE3E0725B4b1973E,0x6a8C8132E5cd109eB4Fb76Ad9700305133609137,0x39FbBD9eED06A9AAa02086197c08644035Ab2863,0
USDT/FLOKI,0x2d65274c588c4f1f78da0d288f69cb47c2fefc3e,Narrow,0x19651F8d40123B58E91802A969d84434924ccbF0,0x8d18c4F932326624343b943C79402Ae543617199,0x48b9DC7192cF98EA407F00dF38683C963258c9Eb,0
BNB/LQDR,0x9f19ad14cd941e29b0e7ed8f5a1003fae4993dcd,Wide,0x77a7eE68a58e6F0FD06A4206dcD7Bf7B92FCd977,0xB870E15416e4703B4F554Ef5ad600ea2Cda3b1C3,0x43F06Cf5Ac612791f84a4848DB6796359e8A31D7,0
BNB/rBNB,0x3513292a2e0e0c6fb0a82196d7ed8eb499fe5772,Correlated,0x0f75C0004bcda3DF44B8375197F3f2c0915edA8c,0xC1BB5a9Ac7D9F40A8B7E0917Fb404EF74e7144a3,0x49c49C10ad25949388E191838ff7A9430FD6CED7,0
USDT/ERN,0xc8fadcc6cb1a5386614097bf93cdc27e5d2c578a,CL_Stable,0xe7Fea1D6F152BDd4c1A7276434E4ab3bAd08DFAe,0xf84e635BD8B2E10685fe93779CAC8dB619Cd48a2,0xD6c081fE4B18856a88d04c753296A4FD822De36A,0
CGPT/BUSD,0x07d0ada02f272d61e09988d661d512b95d0c68c0,Wide,0x6154F429B46091cBbC5e0f33f07B84dC4EC33aea,0x8d68Ee77f8E5B5ADeD61d772a1e2B4eaF3C460Dd,0x186bF735Db9cD8068E018cDD3712b1a60fDC65e2,0
lisUSD/FRAX,0x887c2cf737c5f2283540367efdd84e91d13c759d,CL_Stable,0x319aCFBBCcB75c9Ee913D2830AcD0B2Ab084EbC1,0x1cd82eB1c336e3a22f6F7eA2710aA1f847abB029,0xcb188e129343dC490088fB473679307C3BFdCc6E,0
stkBNB/THE,0x96789a7d719434776243a2640b066db4f4e778af,Narrow,0x318Fc05C4A2eCCf3EFDb81135FEa182aAb026EfA,0xA967e0718A79abD11257F3b2D417Ade2f1D84b4B,0x52549Ef220A1fc4704B5241A509b0098ab39d52E,0
BNB/THE,0xe8ec29b75d98d3cdc47db9797b00dcaabea2b15b,Wide,0xFBfda960853C7002bb3f4614392503Bbd92fbA74,0x633c64210E2F2c639db55c910bDf60C4126f8324,0xC9bC848e07a00de96651B6CAD155F6D14519C29c,0
ankrBNB/RDNT,0x137b283858b82ed466823e81b7f791a04f7f6f46,Narrow,0x6b3090713fD7d81B3c897BF89f01c1ce130a0072,0x02C3a538e805370022a6958e97AffeA9253650f2,0x9B9872497582B8569b04EA7B463F2414D51F3eEC,0
BNB/MATIC,0x831a0db124e830c8fce65af2f3527f1ac5401e3f,Narrow,0x661258756e46195dAabdAdbE2b1Ec35AA0982708,0x65B2F2F3Ec2C0a49C253e72E65B6a272Bff81d7F,0x990F80dB32B8Ca76a0484589a9d67e1007D5D81d,0
frxETH/FRAX,0x7708a5efb177361a155c3674135b4ae368e0a59c,Narrow,0x3fcaFB385924EAc30Cd079EBAF1256873eEe65D7,0x2a5AEFF245262EaC5bE622bDc4Cf06d21Ba823Fe,0x8895b0FC668d400a30dE5BcB7B226E9C897c5aB1,0
BNB/MATIC,0xd56901a24220d68fc751b95ed518a44b7f194f66,Wide,0xcc97677826875F55FbA50cA010f73C80aBFF16A6,0xd85CF66303Eee65D14b4cf620ea6b602b56f3D6e,0xFA1Ce7531B7351362bc2f97Da3a8B502CA384524,0
wUSDR/USDC,0x339685503dd534d27ce4a064314c2e5c7144aa92,Correlated,0xaD11A9034fB8657ebBB2FdD75f7254C2805F4981,0x2e59003F855FB81A7d33879bD9f14B650FaEA6D2,0x9E2A52f6226A2Aa7cc3D8d910e2F14445E01dd1D,0
BNBx/THE,0x818c686536f8b86dade0841fcc2416cb89201a05,Narrow,0x2281a659358dAC24FFa036B6FFA939eEfac5a3d3,0x20e5f88cc0A0701Af8181dC6ea97D6ef5CbFB105,0x60d36797c4116c467D1AE7F20c30097450652602,0
BNBx/frxETH,0x178b4ef248a6b11d0f913eeece694383dcf6a888,Narrow,0x89aD66aA8E27842D9d8f62f608Ace5815426D7E6,0x03F75512F197E06917863923401000155a4810Ae,0xDc7e7ec0dBAFb4F0becb95d613B52daF657439FB,0
BNB/BIFI,0x6896655ebad0c3730776111040d7731975a42abc,Wide,0xF352D2709BcB4A50a87c8780D6006a8115a599ef,0x3f64Ef50ef2285c46Eb7B617Dd476593252dDADb,0x1814D57Ea6D4AE3823fc9C30378E857d9f7d49Aa,0
ankrBNB/ankrETH,0x5e5f6af97cd4f7f71322192e85ecbf66f85163bd,Narrow,0x1aE3a213FcFdAa5C5cA6e829c78A8d7fBdf84330,0xf954C58f89C691a5E221424843BF7DE435eF3d1C,0x5Fd5e5aa6D80900f0304b63dAbA544DEA92290e5,0
USDT/FLOKI,0x36260cb6df1cfdaa7522bddf7e2f9ae8e86bef58,Wide,0x62364757b0113125c725b91B36A484679b33E775,0x9bdb62B36D3717Feaa6aEDE69505f8B2847f4267,0xaf4098442a5513a532485CcBa38e3CfD4d5C20BF,0
XCAD/BNB,0x3002098baafdbae6403e5df225f295d4fcfdf2bc,Narrow,0x9144cD71Ed9fbdAAeD4A0677Cc973cB8031dBd4C,0x770BBF567b4212320A371357EbD112BA6C17feE9,0x0dcC9002A0805c6ad0E16465C01902D14d9618c1,0
frxETH/wBETH,0x99f5fd4588401e482d577a775b645c86678e308d,Correlated,0xB9b491909B5e77534A5751f88f48f1bB750B527D,0x9a449A1d624F6859a3c9579C30c341ECC98cA647,0xD8c69C22d09072ADDFC615E3006A479BdE7c1c57,0
stkBNB/THE,0xc9ea5f5d8648b03893bb9824a06f2411ae7f27d7,Wide,0x50e5dE6bdEdE72E622dfdD599D53c3D9938c4535,0x0dc28C0ab2a1bb559272B614662d6dA48fe06D68,0x5c75e8F491B5f2c5bc1cC91FDf3514d0dA112587,0
BNBx/ETH,0xcb6a1de651f3a89bd9bbc5f0d15c01fa24b0d728,Narrow,0xdd1dEFA6f68b035c436F688Dc7F8FA1CD9631844,0x2e4fA5B136969A05463177Aed24Edeff83b22c76,0x0C68f6955e0181eB898E554e5AC2D832B1ba4089,0
ID/BNB,0x34ffbd9db6b9bd8b095a0d156de69a2ad2944666,Wide,0x005750D2519C3121740716690e4c51939565F9Af,0xD6e89014A6924261F27024a2019b9d5369d2b954,0xD60808861a0b42693BcfCE462D745B17718c622e,0
XCAD/BNB,0xda93b6524f9b9ca3ef37cd3fc9f27d01eb7b376f,Wide,0xa5269A6180D4B6c07af4f07EeCc63B360B812064,0x64046E79d7962D5F308F9237eB8f2Bf95a1Bc8B7,0x4061f45b6102831bD7d1d85A83Df664353FC6B81,0
lisUSD/BNB,0x91fa468d7703c773d4528bd0c50156403bad0252,Narrow,0x5aCebBE0d2a2486FD10765396c6dFb95C8521d08,0x4A618f016EdB580d02ce3d5Dc5C9ff4eaFEa316f,0xE7F01f9Bd6C3294Aab1156356DcC65967213703a,0
BTCB/stkBNB,0xe7b2f6ffbc2520428789f8cd984cf709b26851b5,Wide,0x6d8fFB9a23B9eA6CA9b910783d0a4961c5af6A22,0x9DE01621287AB5cCeeAffF5cE779dCeae643C00d,0x411aaE085491F3aF65F658641C78A8689fB15259,0
GHNY/BNB,0x49dcc56354a5a4875fb5d8bd7e7073c4f8868618,Narrow,0x27c16b7C81006a1E85e6de60eeE7307879523c8B,0x0a629a04A4cAAcFAb920e91574E0EcC20E540d7C,0xe00f1BAd29091837E79616497fBF3B19a363c2Bf,0
BNB/DEUS,0xf07c6760cf104fade420cfc0bad1d040205803ca,Narrow,0xeAFB5B6230Fb69E1DaD4a426DAbacAd9247239D1,0x99CA2E521492C2c7E2AE9aca891aaf837dcB04D5,0xd1604f00F0101c87047cf7E892f04998FB1AE437,0
XCAD/BUSD,0xc9e88650db57e409371052abe7248aa854013613,Narrow,0xA20992a10b63711aFB6998032f64F62aA9164642,0x332b71120d64d62Fa04D14746225c8d392f4f3ac,0x8b1D7BA3068f6655B44Bb1CC90A6Df47dB34C820,0
LVL/BNB,0x2c0cb3cc3834c6ba783a2564af6877b67795e6ee,Narrow,0xc1C9c25172FBeE39c258E8B32eaf6f45131Dd301,0x254D03513e17d68Ef9011cb97dE95fE58E0431ca,0x8fa67Fc71245B653Ed3182a3dE9426b63F082041,0
ERN/OATH(old),0x4592b39902d8b9f2e1b3d4d37e18143665494a7d,Narrow,0x231487f6c466c16808a21452241550Fee4CE9027,0xD0cc7e15692280b9202dCF39c36ff4a2879CC870,0xC8d98C34011C0f5e5aBA3EBb5280699B86B4d7c2,0
ankrBNB/USDT,0x59194e9ac8ea33f4a54fb92f4887aff14751b297,Narrow,0x95A668c6AAE4EAe7D2f0201AB99f340a86DfA63A,0x1de549Fb13f875DfdDe8f9276877C400A60BF166,0x9E88119Bbb8c6cE67B8a1c2651F21C123400631c,0
EQB/BNB,0xa5260ff1b9d64963dadbbce52cafee919274b32f,Narrow,0x4fAB3d8bA1Ad91Bb6ee8Ba7144A397c95538a38E,0x28D14C0Db78cD693b825380640ac24de8598D44F,0x88b167FCb0724F1e5A4E10E8089a93f23F05e1F7,0
CSIX/USDT,0x5a27771713631d7e3c0f1e781ac1d48f2b76458d,Narrow,0xEa6DB89bA474DC659b00fAC41b6fACdCa94A86D3,0xb356891444f65aA1256C76b367A1BFf701dB1FE2,0x28953340100b43951043e15Fbe3e7C6f097E5dbf,0
USDT/PENDLE,0x97d81162b96d57476ccf170595a39c1dc76676c9,Wide,0xf19ec28683CdD46440A51B250fd9cDDBdc2c1cB4,0xdc0b599e54bf326eE3975A9B88bd3EA326DF3E1D,0x128D5900C1F27cE2C1aa5655F3460970da6C2333,0
ARKEN/BNB,0x2784f6c62a12dec57f2b6c0e64f2757315cd44d0,Narrow,0xf97F14CE5EcFc5470b7832Ef89E9BBf16baD394d,0xBd6d2dE14a5638489f1Ac4530CCF06dB2d98E359,0x0B15980Df32CF918c51b6f378bF3BCc69Ef44458,0
ID/ankrBNB,0xea8775ab71add9e41ac4655ef439a3fd028532c6,Narrow,0x12c14083478882B53AfA0a31280700d4278A05F2,0x916D2A3bbB3F4D50d394c9263Ee2d271153dA6bB,0x3b3b3696F584c59709F04391a7bc458e68cdD910,0
USDT/OOE,0xc75042c472229edbd72e65cb88e1d2a87ed6c8c3,Narrow,0xd6d977DCC31E52ea19b4b447C35Fe6eCd38F0969,0x5fae4D777A963c87C3927d172b59086F9D73A048,0x2E6C8cD6986ad3e9E789Fc3fC2AE0c026283DE8D,0
CSIX/USDT,0xa0ae511748c9b8876cd686234842277bbf919a14,Wide,0xE88C4dD1a77A9763C6dF09D61c2De074B7D0Edf4,0x5f1c0335B99DA38A2F03cc532b7A032A025cD525,0x1fe98D43a07CBd77963D51bAA5bc18Fc98a32c62,0
jBRL/USDC,0xa3dada1a351f9245a84e1113c4ddfe1d2e916827,Narrow,0x38935Fde3C3227Be04F661E7F1E9F07ea920C41f,0xd3bbA730C9134Dd3Aa255469386D30738AB2123c,0x69E49ac8BFD23a73707545aE12BD6cd84CeDd789,0
USDT/BTE,0x0e7d766ed7bfff9cfc51f6245d62a8002bd2221c,Narrow,0x371bf34BA350ade1114BFaf3DD21EB55E9503be6,0xF56c39Bc522315951fBCcE28124A0920C70244F1,0x114F8Fc97be63cf4B133f75dac5ab535d965C030,0
ankrBNB/THE,0x23d13bc67bd086b8beff6393ebf863d6a8c7dcdc,Wide,0xCDEf7CC69FE09d353330416e423149B220075f98,0xacD34BAa3ad9A42Ed01eA6138d63aAd97A22fdC0,0x988eE00FBC29a4b822C83c900dc205d1C7421ec0,0
BTCB/stkBNB,0x2dd1142087867d971d02ab5af75a022cbd03f31f,Narrow,0xD1A21AD540B9Df59E3A58Afb5800817e8D569f89,0x1A045c12481908b1C341E067ed25Fc9b8ABa5813,0xC35faA184C220F761D2Cb2F4b81c700E0370a3E5,0
ARKEN/BNB,0x4edeedff00a8bdb98b57a2f28e23f384ac391780,Wide,0x104F2aE934aD9Da92f002fEd263476021188cD61,0x4c848CF071127B6cA57CAF118Ec5836499d6ED14,0xCBac4f46aE3b2Eae48943d6298624DF10225D9f2,0
EQB/frxETH,0x15638597385a19eb84f4ea7f8054f97c28e00621,Narrow,0xb323C5fe90e3fAbaEd5B7e975C229fC65Ee7d978,0xD1944253E6Ef404f039789679f075dFEFF8189a8,0xA8AbA5ccAc82d062f728Ae4D2b6435a637cD6FE7,0
wUSDR/DOLA,0x92104a7bec32297ddd022a8f242bf498d0470876,Correlated,0x2174e40F56806D32f56Ad95202a4137B9F513E0b,0x8AB2280E89F117f754Cb51b6F37Ec4D0D0cc338e,0x1D699eE49F8A09fEa147a0aa4488415f42fDc77f,0
BNBx/frxETH,0x91ed9458359d0c7bc03cfe21a58c905fd64402b3,Wide,0x2D41D22abfc9672fD503596CeE624322aA81d163,0x46635F6133d315eA2785C2760dB579fA996283F7,0x97f273168fd1aFFf0f2C5aB2A277a71E0458d762,0
BNBx/BTCB,0x0827841963cc8a0515b5baa59782b0a0870b5f88,Narrow,0xF40d8323c3a9d108467a23a4018b637Ed0817aD1,0x3348B0E24B82c2F956a99f0BbDdc75dA0a9aFAa3,0xf08271e643ECc6483B36D0775eeA6588dc2E7857,0
ankrBNB/BTCB,0x4589c07b77bc5271a3a84fe83e255ec370277be8,Narrow,0xBe4D4fA65fc80593B0B06a2b155fFe93F1419358,0x8b1D9Bc54426deE13BA7642C01A47818Da23053A,0x776C5F3a15fe0caE24876D766a88a33Ffe04Df1e,0
ETH/stkBNB,0x95375694685e39997828ed5b17f30f0a3ed90537,Wide,0x41Ce74337E3DD64696DEFB1fd139Dc21f3941AAa,0xEDa1C4a69914727C465bA1e086217dae791e7D36,0xAbC406B71d8cd84bE27582AC75f3F2329082cfF3,0
TWT/ankrBNB,0xeb4c1905387004b953abc1184c86e7bfd773b039,Narrow,0x3e0eA8a11b5c66F0195dd7895BDddca20680b61b,0x24ea7D0997fd231632802FB19A43AdE92694CCd7,0xe4bAd1724a4FEA71b4ecEF648f817270A7E45688,0
EQB/BNB,0x69182dc057b209f6e8340bc5699e23c79da8982b,Wide,0x9379fd51807401A748FA08B68533615A8b2D0446,0xE4A7c60bec301D1adeF1aFfb40Ab87f521Ebc747,0xa09249966b94c18155CBFd5DDC91011aCfd37022,0
lisUSD/BNB,0x9e1101c2fa1e5afc8a06364f4e6bf5f672c30f68,Wide,0x6585Fb1E525d8590788b0E54eea10C4B8E7E53d1,0xf29636F43b763768cefd70eB82431da8E4a80948,0x1b30Bdd5b4eC6e9Ecf3A6f1595Ed21B994a0b214,0
BNBx/BTCB,0x630ea7c98d797c8b9920b26ab3f335b26fc421b7,Wide,0x4D351d25A14c4aE54dA1CF60F5c9BD5f1De0cC8c,0x5bdc2385CE3dCA109CEcB56F3d50b030B9105a17,0xe10Eda3c9Bc3153B385D1dBF18ED08FeA4e3c0b7,0
BNBx/ETH,0x8da13b7289c579b363afa40f9a5a8a264a042e3d,Wide,0x7EF23f324bb489431aD2BFe8374303924F974766,0x696a9f81e349efF7FE63b9991004CD78AAf18606,0xBEaa0C9D47537c521A59cd1AeB9D11AA296F358B,0
FIL/ankrBNB,0x6b3ce487884a1fc90b8a970c4e739cf14ba6356a,Narrow,0xc470FD00f9FA81668DEFaC82e239d1869982a2c8,0xa0e04Dc23265fEfc2578AaDaAEB5E01edbbFA347,0x42e444383CF63c2bbFAD46142dccD16bA7618CBD,0
EQB/frxETH,0x2842df7133c7078b96f3bfcede5c0d615f21b098,Wide,0x5DB4Bb347Ce1AF7891547B293D9d641651d37cbB,0x9Ca5b862Ee53cb66e4BB3caAe9F27FC7d098FD40,0x8cd7429d4EdB8d1876fF9873D0aaA828819F0d70,0
frxETH/RDNT,0x340fe1bfdda7abdfc3580081066b00202618a427,Wide,0x25157f7e5B6C0A81bEB288B28635D1860D110F3A,0xd37dD3C2710a179c511e3089f09d294067167A88,0x2dEA6a1e9745A3312A6777C7a947D77d4310433e,0
frxETH/BNB,0xda1b385acc8028647564ae27cab9af7b60c69cfd,Narrow,0xCc289Bb3B17fff955A51253a633f13F7D4e9D62F,0x84799d7b184460aA9E7eF232161F35C6d7Ac15ee,0x996fC780DD3Af31E00B23069d15CF86Bf6c9dc61,0
frxETH/RDNT,0x5c11e97bc720e5c61afaa991f839dc6fdaa6cc00,Narrow,0x03E52A9185DA5336109B2DE493E5652b15cd8C3e,0xf3dE05790282660e201275A5d4f7083A883f6Bd4,0x6761D75621683f0a81cf75D0addD936F34AaA799,0
PNP/BNB,0x6685136c03b7cde0d222506142afebac38f907c3,Narrow,0xb573d8fcC627A7053CD992a0d5B90879916c7Ded,0xF14dF9DC8fB25274CcfFCf02e815F4c15fa0b85C,0xE1e5BE23EF9ca1246332cDe51E3FD4DE5b328A33,0
USDT/USDV,0x87153daf9c7c11a59f779422711f8538f93ec409,CL_Stable,0x481065f229dE2f35dC597aB3214a2CEdB7EAebf8,0x94E60b792fD21FAb17104553B57c4a9270c47363,0xbBd545935b9A98F5F48Fbe0371Fb788fAEB46A2d,0
OATH/ERN,0x577f0bdbdbe23635c39121b8575f413b69f82f85,Narrow,0x1fd0ed809e3C16f0A8a8Bd658B64D4C1213F38a6,0x893a441b678Bf3345B0B6368b38Ff9a230Ffaa4C,0xd30327eeaC165cE1e393e4b081cA03bd5Cb95e4F,0
BNB/XVS,0xbdbeb09a06dbd397157cedc306920c20d05aee7d,Narrow,0x8d5a2d95E74FE0f82c55f69Ee703022fbeCdBb1e,0xc3496F49c17A7163a4Acf0B75D782E5906D58381,0xE6FBD7fb599AEd75365EBB93ffeDfc798Fc80655,0
OATH/ERN,0x6271abbc42d8d86b95e22c12836bf2a688a275df,Wide,0xa5CF680f01d9ae345af94aAd0104E2ac4Efe5e3E,0x5600c0C326acf52752F8280017E3B4FbE0bbA20e,0xb4fCBf069373bde9f42809AB3373A4e33147092E,0
stERN/ERN,0x953c96a9e1568af1af25097be056b622acb0d9f9,Correlated,0xba1C3525145f1cAb6f702a2E8C4317c9CE224fd6,0x3b1bD95fB8BE9E5E26B4BFe7e5aF6b099F14D4B8,0xd06492A4dBa8028B8b63bc7c37E2618fe93b9aa1,0
USDT/PLAY,0x581814149ffcba0e3c96d63700920f391b335430,Wide,0xEa17dBe7a4141B380a016bac87850f8Bc2Db09f9,0x2535A184a6b9Ff95440ec831b1D85FEFe30a8A37,0xE33D0154606B3Ca5259d9B941Ff50c06eF3BbCE6,0
ETH/USDV,0x9f460bd8355676523d3f0031395f26c64b209fef,Narrow,0x7F561f51B7bD30196d6DDa957df33185adDE2e8d,0xeD18221b8BDbCe547c127A95298f60f1dA286c97,0xE82791B2D4382A06bb9b3DA77dc77D986b8088fC,0
weETH/ETH,0xc2c05763ea35c4db63c49631206f07215d6d0d39,Correlated,0x98C6F030F1B58edD1037b32348307E4667559a40,0xbde2aCC9216FCEA18668C66951d03756Ea2f918A,0xDA8259b396303F9a7C31516Ef888e9D8e129B4b4,0
BNB/ABOND,0x137df93a0c22b863c1b335d1b8d389ea3895ba13,ICHI,0x44eDA8E261b0ca1f6c137EC571Ad1428001418F4,0x5faA9eE5d693699C21AEB53F6Ce88631C52E9A6e,0x78ba42a4f4c73677873eC4abDCb623E2BCb536c7,0
DAO/ankrBNB,0x00a9980990a86505a03e92194849b596e7a99b0f,Narrow,0x35384cdd9F8C108bCB2DB21da461C7eB62a999b4,0x3E4C147fe9178b8cDFF27151b957Ed1B6ea9e1A5,0x83242D357B61A78987f49a82Ca1A36B98FAA69A7,0
slisBNB/BNB,0x3685502ea3ea4175fb5cbb5344f74d2138a96708,Correlated,0x7Db93DC92ecA0c59c530A0c4bCD26a7bf363d5D1,0xf41Eb3296E67D0bd8E44a626734b0a73932fB1Fc,0xD546A06e8401A78C5273e66FAC3D790Bf04514cE,0
AITECH/BNB,0x21ff674b79c2d0382c6a387e1c5f7936f826e8d7,Wide,0xB4532Ba8232507C46a2AcDd9084d15a125C45cf0,0x18b369186c80FA69cE4654e86F0250ff69B4fEc9,0x965eEeF35C5cF876e26C7C3421b5Feb31f32dfD0,0
ankrBNB/DUSD,0x5c5cd850c6f2280286d58ee1ae03fa90a1a587b1,Wide,0xa447cD0c7bf89FE39c9e1b9aE2fD6bc5bDf9FD93,0xcAFFb7AF905651C438700eFef770e4AE1851f434,0x6f1a058a133Af5C2E9b4a9B4c7FbD4E61b907A27,0
USDT/TON,0xdc6f26e5f8a7ea128a8a06ce07681b3cde5280f2,Narrow,0x37A1e481d104A56d84aad0520a0AdDa5457BE5D5,0xAEeEF78935E9c7086517331f3196B6a5573f2df3,0x8D916Ff1c602eDb09bb72207456DA4c70A7D6659,0
BNB/ERN,0x6348eda687b6fc4238cdfaa6ca36bb6196d867d3,Narrow,0x28cE8858515AB64Ba595AA7481A897D82f999949,0x526D6a562EC0cfcC5261AD00d6EB86Faf7fEc014,0xf300e556Df383c68B3c7E344f105D93CE19025D2,0
DAO/ankrBNB,0xb8b0ba96daedbd14119794893742d8e67bcf0fb0,Wide,0xBcE8EE68F5C3bb7972Dd2EcC505eC5D690D092b9,0x727e206fd1E96ECE67c6a820eAe22601c99c259A,0x14Cf2e3D1E0582966262376378B2DDC9a562B4Cd,0
AITECH/BNB,0xf10c20aec3565a41ffb7a065c4f005e7043727b6,Narrow,0xBE3170020E2d11fA417BC94163449A13981DF61B,0xfE2797d5CD1F96Edb12e13c2812BD05C88FDe212,0xbe79FF235852e19C9Dec95c89FbA7A879bcc147F,0
USDT/PLAY,0x08e6cbb9fa3a0743b53441e4ed124759aca8b74d,Narrow,0x59F9D6a17D2B7af7CEdE5a323e6CEbdFE4844948,0x363ef25CA54D93B837aCD8696A776051e7540c75,0x075aEE6c1a3E4bCf7414e5EfCe405404E9B4c117,0
USDT/AST,0x1164191754f726edb85466f84ae5f14f43c111a9,Wide,0x12c497B1787B19A7821E6176498448ad18b6e857,0xc789B8f16862c9972dbCB1f9a367e78Cd38DaBf9,0xF9336974C91d414cee1A1008CEcBf659C4A47172,0
ETH/FRAX,0xa553ab1423b8d416a4a8405ea6815eff881e1070,Narrow,0x9fBE4E2969C397c8139474ad8Ec501f2106b7f59,0x1d4c1E64BE0d36C25cD10Cdf426a203A6d9C596f,0xDdcC2e3470acaF7ae9851F7Fa463b16E95669C00,0
frxETH/ETH,0xef8c57c33db63cc16a893640504e319eadbce1bd,ICHI,0x7c6BA312216bFfDB590d0706eb069282fe24810F,0xd7aa6dd22606A9bc80AE6fA1A5b7A97F7fCcaefc,0x955153d0Ba6286F487717395c63064cEe5E9F483,0
