symbol,address,type,gauges,fees,bribes,algebra_pool
DOLA/FRAX,0xfd66a4a4c921cd7194abab38655476a06fbaea05,Stable,0xabeD4aaAd66583827D5f8b66381D0661a32D3D4D,0xD45FC0eE56D9B6f440ed5A705677b5E3398604f1,0x1E0d61C4072f8DeE0C6E1666Bc87d38EAEBe9332,0
DAO/USDT,0x56edff25385b1dae39d816d006d14cecf96026af,Volatile,0x5bFf9d4Fb1857dBb4515c12780dA2b73CFF5133c,0x39d6317DB2a78B91F1672b907937dEEea54996F3,0x4882e82427a881317F9C7f138CDEAAc8447748cf,0
USDV/USDT,0x97c4decba0438a4b6f871561963fc41b222dfa10,Stable,0x110aE9CA1279E8094950CE011323B5b7DBC85EeB,0xB4749Aaa61fE71F7b82119090406c390c8f4137A,0xB39AdCaf5d3E6A7D81D8AE0681bE7fEA5312FEbc,0
USDT/LISTA,0xab092c47b23fba03ac1f0ec5f8e94110eb5fff22,Narrow,0xFdA89bc1FA5CFBA791Eb6bDBda6Fe06669208dd6,0x0FfA43033A45d48D6ee55FbB91d7001D547d9DD5,0xBCf09f87ED9207dCf9EE5f89c8980ABE9f5C0402,0
frxETH/FRAX,0x0d8401cbc650e82d1f21a7461efc6409ef55c4db,Volatile,0x4bba4d4FdDE2C887981A0b55b6f385bAaba58060,0xD392Dac70B885fBcb6C087897D3Bd12513a79ABd,0x96251528F282fE0D6238DF9fC050e02593E86915,0
USDT/TAROT(old),0x8efeeae90e67051c4f9130dd4f27d5d443e58a8b,Volatile,0xf11aC842B1E7f2AB24f2166E874cd6cB8Bc3F32f,0x9bF00bAE46D3D867477cF82595f4D02C95f3E533,0x346C027a5807d1213263a2f3A0f0EBE097C05f0A,0
OVN/USDT+,0x0571e491cbfa2fdb449a329196e01e4fdc9caf7a,Volatile,0xa33D08C3194d34f49c18f4dd8C8bfE03f16f1c90,0xE85Ee8dC1c6a6337ca551Cdd85312f4fC53cC0c1,0xBaA1a776d49a03f451fA5156aAB73EFd0b97618B,0
fBOMB/FXS,0xb36a95de98771d419df5fe51477db738d29c4afe,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
HBR/USDT,0x5af2ad763af72c0c4a58d528313a2537e2f9e32f,Volatile,0xA5Ef5F7eC6091885B0471Ba581263212e477e49E,0xf8026e60560b4c740Ac9E2721e72F4C6059dA720,0xfacaa3bd51CbEAD5dbbbE0219352c2122337225c,0
lisUSD/BNB,0x885711bedd3d17949dfed5e77d5ab6e89c3dfc8c,ICHI,0x6090B7C4Ea9C1c0d6b3E9e9277b2aaCbd8160981,0x901aE478E97d7D7d0fa7ac3A0De34567665a2f2e,0x2199384a4973bbd9956c4e4Ad0B7bf8e8bf1Aa35,0
BNBx/THE,0xbb25dd702471adb5d40df0f382586cb5cbf49bd2,Volatile,0xbC97dB24644C12734bbfcC9D429710E448e055CC,0x8f8595937414206B83E90F907179334Bc9DD59B7,0x3B8ED49B8C29be74cB6a837D8bF48B7F4e8A4C91,0
DUSD/FRAX,0x2c3eec9d939197caba5dd2a8271f7665a976a987,Stable,0x8D62b7E32AcAe1f19A39aB67C979928401B71219,0x2936A69BA0939bb3DeFE2f8c43957ad3490abf13,0xD59258944a36E202969cFe5EE2e588d11f2a8E4A,0
IDIA/USDT,0x0569d7d48255f0ba5d0eab17daa9dc32b5108c28,Volatile,0x296D8aAA6D9f4F0a57804e669EAF5c12745dfcFc,0x319aA6cE420FEB3e9ff7929B832E12D7B0Dc301f,0x00CAd65d4eCF853Fe8bDa7A5181679E16A7B492D,0
ETH/BNB,0x853f5dd18f6ccb2fbd5234dd4685127e040f93b2,ICHI,0x6655F4cCF245D9365551e5eB0cf5592748Efd1F0,0x8c6D0Bd0b5FEc1d4E8dab0bbFaFE121F1bd820Fa,0x7F3e30735D2Ad288153cf28402b3AC8824565a2c,0
PION/BNB,0xdc1e387fc2697f3737ee197712bfef9e1101ccd5,Volatile,0xD089D19e9c9a772C4a0d09A451b55790F152992d,0xeD523a19cF4f31f57008039EF117A7d777FbD813,0xC6964A544c993B919DDcD28ea7410077c2d093DC,0
ABOND/BNB,0x7868245cae5834b32b40cee01f1b536ad75c7d09,Volatile,0xe801f4a95F42b12dBf6dB207Ab01f15625758373,0x5620E36d93a94ED11E943AB73ebFF33112D435F5,0x6Df63474B178E31B0b5D1e43Ef2df38e98d0D18D,0
ETH/USDT,0xe5e8ab0bbf3653a54e4c8b90cdf2e837797f9302,ICHI,0x1793620DF5Cf53dBE78001cbc3A87C6EFC611be2,0x23ae9cAC25d493fDfa6e2c28C80219d01d2Aec8A,0xe3f2E584987F31BcaB8fD3B8aF5258F1e29EDa04,0
ADA/BNB,0x2f6263387f50af0d0f745b43aca19ee6a6f9f060,ICHI,0x375c55D626912A45aCae768573291B2Cbb783952,0xAd1EFAca6548865A1167D9A5DcE8b665f19d3b6b,0x8Ab73a1856B91d85D76A05b51d38014De4be289c,0
WBNB/FIL,0x0c85147cac8b3c93edd0b38740a331c18dcdd089,ICHI,0x24C5a9CE02ffb1F484d2B318c7b790D9fEabf24b,0x64BE3345d5C8B168Ec940fDF5F09fa3642B75a06,0x2b218bF2D9cA76a21c1Bb6b30c01868d489A31Aa,0
BTCB/BNB,0xa13303a31549380faee49f64c8eea8a026c550e8,DefiEdge,0xED2248519C431FD930964761c48C9765914f63a6,0x36f9280bC6156036047DCCECCe14fBc3163B3c7c,0x3C32EFf63Dad7833d10934d656044E2c0F5623B0,0
wUSDR/USDC,0xa99c4051069b774102d6d215c6a9ba69bd616e6a,Volatile,0x867A89CB8EB42007cE2aF9D7089CDAbc7840F11b,0xE8D1d2aC88f16Ab6290AbD6D7FF87Fd48e30796a,0x6422e62Be51F4c915fAb2ce5Dc13836F7642ffB1,0
USDT/ETH,0x0166b1667fb7bd91b343fbdda8e37c844010d02e,ICHI,0xaC51ea031D2AAC8f12701B1712fBE2A4950369ae,0x99832B21D18c14ef947118Ca0269d281FFe0d4b8,0x193459341eFF89855C98365E2Fc3745B2874A43F,0
ETH/pxETH,0x40d191474b32e04b907698ab4ca2a49221253918,Stable,0x3E59c0e2Cf42fD1B7Aa21b5F010acFa4b0a152ff,0xDFB75AD7CD6BDE632cA3D9d66534cDDFEc3A6Cf5,0x211A8F177A919D57Cd8a08C2325019Ce10e552cA,0
xZOOMER/THE,0x32b2136d62d68b41a6228ec0bc5f8a1cf141bee5,Volatile,0x3c26701159Ee78AD9f0c471613983Bb545f9dcdf,0x77ea6447D90FA8dd70668BF479626B0fb4581E9E,0xb55accFbffc293e6ba77505cAceEa22f09FAd77a,0
USDT/MMT,0x43a02372590fc4a1b4d2b33ee1575e7f8b4e1720,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
XCAD(old)/BTCB,0xd9f7096625b65ac37c09d05c1c4548edfcce9fbe,Volatile,0xF738EF4e474ca0BE21397b8690938f7aebbF7918,0x0284A34817144d0cAFfa2f7B80BD1D936B30A9BB,0x7e22016886919b00C9ec4dA16Ca44d9b929877Cb,0
LQDR/THE,0xb33d77159ea381176ab1eb11475fd65912d83728,Volatile,0x62C4527398f92f798F8D8bB5cDd176239761dB95,0xb454b8628Ea2E701366fF97952122A7808Cd3b9f,0xe05205f4AFFce5c5b7b81241Adc4b1e6fb1EC90b,0
qTHE/THE,0xced2490a69aed204e7a10e4aa10dddce5224287d,Stable,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
BNB/BTCB,0x8ef2dc1b902548ee1844fc5ab889dc14c6c54c61,ICHI,0xFc6EEa7542d8275E29740e791ABe6ca868fA7340,0xe64C41eA3F33D7B2F77ACEae16e21212aa725476,0x86952D3aECF59E39466903031849fF771D6be88F,0
IDIA/BNB,0x57818b471ab3b7bdd558cfa0d5bc6ab35534aac7,Volatile,0x22493F3720df2Fd99A0fF9f8177Db6f6Cb6595Eb,0x63446c3d4593E3Cb1Fe2d67774221BF5C5e90860,0x6497549E649a54BC0305a56c4f5DdAD066a63895,0
AVAX/ABOND,0x8d090796078653dc0b7d7d51e89b54b6a723b344,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
lisUSD/USDT+,0xbc1aa784f7ffa59c1b2098c1005dd0fad2f7e46e,Stable,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
USDV/BNB,0x3f3b8921402c35979fecc0ff630358615ee38937,Volatile,0x44313164f8290Ffa74F03C4Ed12c34E62BE14550,0x068B75165288C88479b530Dd2F82996541F4f481,0x9DE7c387dA60e56ff68CD1298a63B2f82768b8e0,0
BNB/ADA,0xdba90588d3f369bd9919bff05180a31476f6e5c9,ICHI,0x27B1E6ad358Bb0c3A62A4D1f26196AA491aDC55f,0x68D800BdfF04A0619ac0C4bA10d61f003A07ed50,0x5cC3f8507BC21bF4ED83Af872b940000595f01Ee,0
jEUR/BUSD,0x1960d3548f2031baf05daf558d5d644a580722ea,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
DAO/ankrBNB,0x16db1226f5a6d6f75649f2250b22717b0f922151,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
HBR/BNB,0x5134729cd5a5b40336bc3ca71349f2c108718428,Volatile,0xf3c04d74B62544772e8efddD5448a3c1a85F8F3c,0xA3C44aC7DF67e196C4DAd2F45C0f832130C30755,0x49430924bDBC36BBb322C727E30500C3FB88aBF4,0
HBR/THE,0x825b5b2b8f093250554b77e6d8a3de7f9893391f,Volatile,0xF98d57Ec1a020893720AF5F13d31419C8aB1aE87,0xf0d2E5d243335016536E14e7331900f4581fE26D,0x238FA6E7416b8123fC0C69D8d9BED578e67C3BE1,0
BKN/USDT,0xb3f941831c4610262fc51dd16fb9dbc9b4ada61f,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
WBNB/SOL,0xf2c7a7959e995f15b832c057985bf5861234025d,ICHI,0x29E244D07DeEe99c7a4c86A54369bBab3280F095,0xF7428DAB6b205318Ae99E0F8B36B3B54b212e20A,0x3287d3A0c5D0f7CcE16156C2dCa63f641292a904,0
LIBERA/BNB,0x7d68e7b1ab7af2fd98827bb4e2c652a2430141f8,Volatile,0x9A622B1F67A5DC29035578EEf60d585E316a4E64,0xA9358569E4D761cb7B178e36817C3B9285bC7E83,0xa16D5ce0Fb12770e37f59553314933ddB615A7A0,0
USDC/LIQ(old),0x0a65af66c963e04d28c1497066362dacb91dd1a0,Volatile,0xE057f5fe2042E3C48689Abb35928ecCCEBfd7722,0xe2A972009B2629E5f729A93AAF64beEDC7eCDDe3,0xD2F25D38aD1617a9896c7a8cF8287b0829Cf2637,0
USDT/FS,0xf68c4ff2eed4e47b683b38aa74d7ad05ad3a303f,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
WBNB/DOGE,0x3d671e08bce27039d6d087fe723776d729dc5736,ICHI,0x2a8322E4Df320D44Aa0F28EF65AdEc91DA461Acd,0x7399C090EbB6278B8AFDdef06200C923216c8E1d,0x0D3B6a520eced102A2b19186e3E67aF4ad2D012D,0
FIL/BNB,0xcda974d5d1b8bd8de8dd58d637db7b5220509287,DefiEdge,0xcF6aB7158d599Cf84504A7c8f0D5DaCD6369Cc5a,0x6A467651afb62b3c55ffDA531197Ba1166f7222c,0x16C22024ef8a6f836f17e2CCeE004F1e11d9079b,0
USDT/FEAR,0x5980f099ee0584ff7f840a3672983bbf71e69a36,Volatile,0x9b0E097a2DBb95213a16B661B81C32435119EC35,0xf5A6Df9325C7B82F630d5F4b3b25188985AE8bf8,0xf5E388EC191d01570d36a3AAf48fe76DFCf7675C,0
arcUSD/USDT,0x7b4b370bd85c2edf9354929418e0a01ead4dbc6a,ICHI,0x25d4aFF0aa854390Bf494a74634931c52C02b4E1,0x117039d9FdB6394A2e0921e9Cfb4CF7aF4974278,0xc91fDd0667e12343bb4d99A2E0b198edE47dDc72,0
MORE/USDT,0x8540cf27ff440e2f53a13819c4788578658f6f83,Stable,0x2e178BdF8903e2DEE7d01D70bDAAabD5eFDF12be,0xB5495afCB028329D3d99305E15f18236a554A2c0,0x4106d1DBcD8b4bCCd29F57b0c9ec2bEc32761ECC,0
ETH/BNB,0xfd59e64025d8dc9a5e363ec3c88c632d1657755b,Wide,0x0C83DbCdf4a43F5F015Bf65C0761024D328F3776,0xcB62dD44D64f499524Da1352597C6447B3E82FFc,0xbaeb5813cDe3Cea19b4270D23e0180bf647594a6,0
BNB/THE,0xed044cd5654ad208b1bc594fd108c132224e3f3c,Narrow,0x66eA6e9D8fBb4E212B7E59E864b25E312Fe6B897,0xa45E3456cc0013E0445eb44cE8c0c30243c2655D,0x18b345f28c34B302592fd55F407C594bFD08F7d5,0
USDT/BNB,0x921c7ac35d9a528440b75137066adb1547289555,Wide,0x04008Bf76d2BC193858101d932135e09FBfF4779,0xB05dfa16f9fddD889b73cfa808c842e070AC7f4D,0x03f4072F328284D73b13F0B739E9d3CE5eF66f29,0
FTM/BNB,0x457019b9e4c64de91e6ce4f59af001685c724fee,Narrow,0x1921Cb38F9c77C96D4554d956f99409b58797d7e,0x49cC183Db4bd928E6B84c26730f6cBb94082C835,0x90b1f735Fae6B2BF8E8c3D2343e9D1BA227e24Ab,0
USDT/BNB,0xdaa7d60733577453481ed790330617384b876613,DefiEdge,0xd0742E23194390c73462B94C1662c0e903809A8b,0x6904C360Cca445d5DB60F5e38e8670b8E798B8B0,0x5ce3df18Ce91f80557e353baA34804e046c6f01a,0
BNB/LIQ(old),0xd27f175c12c9d147ff1be4844856f224fd6223c4,Volatile,0xEcc758B21d5d8e1f06E97F6E3981df610C690Cea,0x5755584E1218D85023c52689AC776405241D86C6,0x28b311a06557E2BC3f54b3d41Fb528E3308928F7,0
LIBERA/THE,0x726cacbf72e650dcf8ca49d10bfa44ceeadd4751,Volatile,0x5D19275629E5030877D5422b3828907Eb953Ef0f,0x2372c5E39F52C695C75c64F04a24Be76C14b0317,0x1F1682113179eDa3880731b2ca65bAD95D09a3eD,0
ETH/XCAD,0xbaec5fce623cf6556038ee22c8267b8e6647cc97,Volatile,0xF4340D4b0BC5DF37Fb3faDB221d1EFa23eeF7077,0x7506fdd5362EA1873e01114132f08F12deC151ba,0x154c553Ee30189AdbfA5D52F5Ea5e9B863F94760,0
BTCB/BNB,0xd3c480ec7a47596ff8d63396227d1f7dc728a7f0,Narrow,0x65E40E779560199F5e68126Bc95bdc03083e5AA4,0xc7cd651CA104477B024D6af1143b1f11DDB79362,0x27A512AdC3bF2a47f0B1157E65f20727Fb6BDe5D,0
UNW/THE,0xd714206a7d63f5a2d613064815995e9cc7061988,Volatile,0x9412D9d7C21C570699e02D9f8CE600ba3C283EF6,0x22B38b78D7662947534eF836e724B715Af5E3FBe,0xfD9A2eBa60b75Dd33f4002945390613b44de3BC5,0
XCAD/BUSD,0x2896b0d3fb19b79fcb7b7ede832deb6c1621664c,Volatile,0x31722F85268d0Ecd7d97162bD8c6053493201502,0x5d62A917Ef54c4A1Ca8E18B3C9ACcC3DDEB45c88,0x41Ff274e0085461b18E3F822AE9a9403BF5A289b,0
XCAD/BNB,0xc53fe45e0047965da638aa70e9b6be3d68e2f80f,Volatile,0xdfc2E232CF8622831CDD7ACa20B6bA7418232c35,0x659E1D9EE868e839Ac44820Ccb00121DfFF0C287,0x1de1b6bb417D626558c6B11f4F9C320cDE9836C1,0
BTCB/XCAD,0x2beb5fee7f4d58e8e0efefdff5161f6e9127a502,Volatile,0x3980e149a5c64F2F1A507faa46456175E2b00F04,0x9a0B77c3209Df2D98b49Ce89E775630e2BE1878a,0x1B1E3Cdfe84D2c6cC6878543E31f1F82413E8317,0
CGPT/BUSD,0xf7897c48826b1a51f7a90143dd4f2c9c61964536,Narrow,0xCc54e8bDf6Dcef204C131aeDd09D53c1ec4235D1,0x3a25D108e9442E30EFcFAbf7A47b48c33Ef88CdF,0xD55E2eB79cf3ff480DC011d0aC1Cf5Af5631BB73,0
ETH/USDT,0xcbbc55d19ad453aa6484cd9a9bd244ab241ef117,DefiEdge,0xDAbC606798B028A93409Be9501ADd17D63c0BfE8,0x6FDba3CA2b873800f0Bf3C792f9904F13497d244,0x2DC0b2380293b07931cEa5F0728dFCAd8e1Bbb9e,0
jBRL/BUSD,0x33e3e8d3e1077ea9cc9f2f2c60ecec01814eba50,Volatile,0x66B4cb9b4C646eEF896ed70305dF544Aa2E84e13,0xbe9Fa3Bc413cc4d955B3FC8d19659D35411DdE64,0x8173Ef67091Fa4F3614Ac025893aBD52E6dd8692,0
ETH/LIBERA,0x5fe44aca2db7cdbe31bc3749a18753ec94ca699c,Volatile,0x284aDbEf6A8C737872ee045D3A329f51B098CD90,0x9ea60d45A255ae1801e57A180198F291e77B5eD7,0x394e04145CAbf6b73e0e713af5Db6d4b80786bC5,0
LIBERA/BUSD,0x4dafe1e55f4d45da38902d3e621999c07e527d41,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
USDC/MIX,0xeebdb610ef49ad004344bb18cc3cfd3552040589,Volatile,0x209d478bBDfEE5a881F7Ea570439B387D6623566,0xeD17bD0e67C87e787e99aaAB33BA01107C3F89A6,0x3010814CF33cd7BFCfCEB4BE547180cA28EA1E14,0
BNBx/RDNT,0xf2ba5122a1f2692c8785e0d3b10a99ac62475420,Narrow,0xfBac5a3A8025675d5c3cE2590ab1F90432d59DB2,0x2425C78AD70953Bdc920151C8D56CD9ba8614CA4,0xD20Ac75597a14dacde288e2954E86751F83588d8,0
GHNY/BNB,0xc6dd68b546d696d5a31837b05065a151d6b6f892,Wide,0xB1ac37c343954c1Ad3F4edb66B21598517A1a61a,0xAF5D05c3295F48d977c8801d348858CB02728516,0x20204EEBA0BC308124512B911F09e5369C85d035,0
BNBx/BTCB,0x64bb2c54dce689078478c6d40dc2a22d3ac25bcc,Volatile,0xABE9a2fa3057b8ADE4D01Ab9e6E5E1CE687572C5,0xA14564b46b6C7aF2357898B1E0214273571C860b,0xB32a4884009b748bfE580C9346E4eb09d329B057,0
CGPT/BUSD,0x135df9df6e7bba507ba0dac6c0469fff4af7f864,Volatile,0xf18C426f51296213f6264a910EF65d83d4F51d84,0x78439d7Fcd5eA91461e7846d3Ea0c1948aC97569,0x1e244489BC868fB9b6876eDEC27A8151C03d0fB6,0
BNBx/RDNT,0x3d725d263d55cda0407b720d433676661b540cc5,Wide,0x830AB99Ea865D024264BB757B5aDF849DBf60B6c,0x9E3D2a5858B56f94396d64E8D615fdFcd7FC08Cc,0xB41E4cEd45E7A040A6B4FE451D828cB6b32dF97D,0
BNB/LQDR,0x9dfdf32ae82c7e8ebc156ea28e6637b120e00d12,Narrow,0x8c7Ca3034c5fAF8e25b8700502EFD260dBdbD094,0xe7B372c5c04657388996Fd94ca0164D344Cc04c7,0x43C89cA074bF508Fe709f44F762E334f03eb1081,0
BNB/ALGB,0xdb85b88cc6993dfc06a2c5c5d2bec4e43677a2bb,DefiEdge,0x20F7718315586896b5c255776a4048FfcECB89aE,0xf508206ede7ba82D13bD8E4C2Aa3Cef6d2F2080d,0x7fcf034D22df90B2E8b64343C65aaebb7bb73E18,0
USD+/BUSD,0xe6eab9b5b0a27866f30091dc76afe1ffe70a8507,Stable,0x1bd476A5185d8c9213bd90FE1F37b430e2AF1307,0x25BAB94F38e4cb21e9F5e1dAFE7a43359559E906,0x46FD34f55D2a0321Bc800c281517cA52E639baf8,0
ETH/MIX,0xc8c8148fc304503941dfffe0b28211472597ab74,Volatile,0xB3c144C0AE30eD51b4250816202b847B97B829dA,0x327ce8b3e4E637Cdf762df95f7b454A50426cc7f,0x9bB03C963b66425b2F3401E85315762507E4A203,0
ankrBNB/RDNT,0x62034f60a8516a1b424c79c2e9a8c214d6cb97e8,Wide,0xe378C0e00660534652356eEC5af2E03717717576,0x11f9F002c4AB5781871486788256c25eda1E2b1B,0x8909E347F3cb2a38c8E109B7005cd166A1B5a202,0
GRAIN/BNB,0x33313ce58048838cca76fd2220ea3cab6f2d6bc7,Wide,0x69c388CaE4739A4f27E134CF0Ac5F1cA25e96843,0x6F0C9B685567809B02c6AB089F3B602B05c527e8,0x18eB273B8D08A7Ee6Ea64aCAfEf924E7B5c1940f,0
USDT/THE,0xb420adb29afd0a4e771739f0a29a4e077eff1acb,Wide,0xEBaAAafCA7E0192AAefc844bC18d31be40E7DD61,0x213B9889082a53A8b6b9cda3Ad36bB6D2dFb3a7a,0x2B5580deC3AaF6D6E56c3Ebf8D7250bBdf89947a,0
ETH/USDT,0xbcbac1c6b935b2d52cc88dc07c6614aac4d06071,Wide,0xD3001daaf4f6BCf2F7e3E06Bce01AAAaB719B160,0x84B72FfF2479D9BF4864D71455396206cEFc215a,0x7fA8Efc0e8ec080A0208b0a3F0dDb36b9df83D97,0
BTCB/multiBTC,0x2475ff2a7c81da27ea2e08e0d3b0ad01e16225ec,Stable,0x66B34c7578B513600a31A3f79C47e10546830efF,0xC71ccd1c4034F0f5cCb8eD2CAeD845C8edba1984,0x2106747370C2457005Dd6A8f5251833C0C2708b9,0
XCAD(old)/XCAD,0x97ff96baf308c910e3098b7b9d40b06759a3fabf,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
BNB/liveTHE,0xfd27b64c01b8dfadd906450887c5dfca0cc95f14,Volatile,0x6A8a3298F4B057b7B809AaC514bDEabB7fCF0fA0,0xC7678b2e19411Fa8c5C8dA16FcF0249db49FDC09,0x8107aA560D399A8201ae044a552611a2CF047885,0
LVL/BNB,0xea3f8926fa9ead0b4b05569ad21fd1dcea06b1d4,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
BNB/stkBNB,0x86b481fce116dcd01fbebb963f1358bcc466668c,Correlated,0x796472D20654D8751B481999204B623B264b004E,0x17F20E6E7023402C3dccEB4a226281A91FfFe17B,0x5B140f41F421fa57F944507CEabF1d5581003453,0
ankrBNB/BNB,0x754fd74e22255780a58f125300008781d8318e3a,Correlated,0x8782fA8e2C973f7Cc19ce28DDf549fD9114F69dA,0xFA420905f84f3A7F54539dea956A6748d6DfD084,0x8900F4687d30fe2c38f0D6e3B5e4d95f41a820F3,0
USDT/THE,0xbf9b34228dc024734793465bc9357ff36caa1ef3,Narrow,0xFDc6F532D150BdE33B3f4f4811a435D40D582Dbc,0xc21Cc464183FAE15A847CB6F933565b185eA8278,0xe4D51d10356eAdfca37203C5C9437E787eb91c7c,0
BNB/XVS,0x3330512631280f61199081999724554ea8d6ea85,DefiEdge,0xD50467C9A7cE8C5aF3C890B6fBCa14ae40dB728c,0x93bb8D5507376E5551da1b079B588C2D2CAd1358,0xc9e21d552d6630Ff579bc91c7982F7F982ee637B,0
ankrBNB/RDNT,0x8e5d38d9a303dc0f176e689c547a300365d2ab4b,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
FIL/BNB,0x9c3e0445559e6de1fe6391e8e018dca02b480836,Wide,0x2C8a9f1DB70641cdf90D24cd384219C932D06885,0x5a7E14Dba0F563afF8C984e990f58D0CC17347ba,0xaD2196df867135dbc4C0C4947a1E84496aa6854f,0
BNB/DEUS,0x5045f48f1665654b7ab52f1eb281674484d5ecf4,Wide,0x603402cf97E23b2B357f69fFE74cd4A7B81F92c6,0x74344257Bd9746CA110e10b0CDF70f226AdE0EF3,0x82653cedE832998c9Cf04fAE4BCA9620b5bF17D8,0
GRAIN/BNB,0xfaeaa34ef2102520e2854721a4b00136c1fdead0,Narrow,0xEdAf6D052B43B3E8A04Bc1A061add92DfEA13f7b,0x7A7761A9c8Aad9a7a4e9f3dCF0907b84DbeBbC07,0x0095174190580bf8a605925fFeCCb0eD79BaB3a8,0
BNB/EDU,0x2e960215441e04baebd941b050194508800c6fea,Narrow,0xb3D3f646adfd404cA2dF4fA56169C5b781059618,0x7e7B410C83379ED0EC11aa160AD6b8ab6A6D1597,0x71dB7F534840a5dB3381FC730Df4bB25E4572631,0
BNB/EDU,0xf59ccc4ce79afe0ca576ad7b7e5fa5fb04d3da6f,Wide,0x6eEDE2490da8Df87C97C6803A3F772d006e3f248,0x1678047B629200C59147619D83dD30375B02bCf5,0x938C53B7beFE1DE5787f9B036F0fF78b62e238cf,0
DOGE/BNB,0x8664eb4ba0cf0274fc583eceb7ea5bf9b14df0cf,Narrow,0xba414cdb25C94B20cF8F7c70B43B3371062e9C51,0x8f1D6337815E7FF97AF7aB3186A79E56709E39E0,0xbE9C6733a62296B54f791aaF016fF7a6dF039671,0
DAO/BUSD,0xbd5cc2fc7f30fb5d71caba5e5493048fadb6988b,Wide,0x29980c72cf901C619E92EF6991C8B30AA4fA1Ae1,0x2471ff709D35c6D9FB9D0af70ceB34bD1f82a8cE,0x024d9c43dDd338D39E54d98EC072b65E5EB55452,0
BNBx/ETH,0xd9bc6271abbe5dd01731b1b9ac2c1cb0ea5be246,Volatile,0x34E1e8A28c7d8833f9994daF369aB936F7cf1825,0xe00EC5dEc6eA8a68Eed3437428f9d18Ce269e863,0xE897A3588C5404f0ad11065bfe4ea62F3FAC2ce1,0
USDC/wUSDR(v3),0x219c2219371cbd8cc64bf97d38d1f39ed90ebdb7,Stable,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
ankrBNB/DUSD,0xc47df29c6454c2206e54657f4716ec91558bc67c,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
BNBx/FRAX,0x3f18d9a1126e55042da5e4e7c5a9a2f51fcdb48b,Narrow,0x4F902c6fA1cf156fCE39D03Aff725927143a0AAd,0x5d21858Ecd62Abfe33389902DB28dBA857a24405,0xE6dB5EC1C8f767DF44a891C311A508d8a8b57edB,0
BNBx/FRAX,0x1c2ac2ea1063395c34d2b5066ebc7f6745196e92,Wide,0xE68d52C9Da1CDE8d1c65a8c95436B84aD5298318,0xbf8A81Af2E9D16A2B9D85ec1d7a97B1e52Eec05F,0x9165AA77e7Ce3f6A528990B06EEe357e445cb033,0
ETH/ankrETH,0x5c15842fcc12313c4f94dfb6fad1af3f989d33e9,Correlated,0x5F8a5C3C094C6eb31d6b99B921dbB34a5151b352,0xeDfa6d875f13A9e2183c40a42C74655077DbD1b5,0x14c79232eC2904c03E35C843B48cECc272cBbE3E,0
ETH/BTCB,0x1ebdf6e38ae6461ef5c8e97346a02934ba6fad84,Volatile,0x385B3c8c027aD31222012b08e76A2637e5f2D7bd,0xB7F9a0A80696cce510FEc03970b95D8659be5F84,0xB2e8E16b501a730a139f841EEc3BE84658fa9bDF,0
OKSE/BNB,0x8614c284607544ce008a7e7fcdcbc414a274b4b4,Narrow,0x362D11EA033e92dc418e788326e7ede13fbce2Fb,0x36EBC13eE1f2233Da8fF028Be4f45221e437C7A6,0x3D83Ddc12D214aaDD8B5Daa155DC49F164C28015,0
TWT/BNB,0x10677f99b9056dafc70b5cd74d5482887a060749,Wide,0x5c07AA5453346a0abE4708d39fE0E3Ce989958bA,0x0d3E0e65886206A6eF10e5D209fB05C9F0D84aDd,0x2208715bf0B7a627C002FBc0f985b6e97eAE0378,0
